,Unnamed: 0,filename,width,height,class,xmin,ymin,xmax,ymax
4226,4226,img005300.jpg,1920,1200,1,862,239,1174,647
1432,1432,img001834.jpg,1920,1200,1,481,64,1321,1166
83,83,img000104.jpg,1920,1200,1,385,238,1353,938
1838,1838,img002333.jpg,1920,1200,1,767,105,1296,1230
11470,11470,img014341.jpg,1920,1200,1,896,409,1156,697
2318,2318,img002920.jpg,1920,1200,1,501,251,1166,959
10891,10891,img013643.jpg,1920,1200,1,186,-3,1260,707
10748,10748,img013459.jpg,1920,1200,1,757,397,964,539
992,992,img001253.jpg,1920,1200,1,740,253,1216,689
9097,9097,img011397.jpg,1920,1200,1,555,-27,1522,752
3455,3455,img004337.jpg,1920,1200,1,877,482,1071,580
5438,5438,img006803.jpg,1920,1200,1,591,239,988,836
2961,2961,img003718.jpg,1920,1200,1,805,506,993,701
11907,11907,img014888.jpg,1920,1200,1,746,377,1142,981
10608,10608,img013278.jpg,1920,1200,1,427,180,1190,915
6222,6222,img007790.jpg,1920,1200,1,751,655,994,893
11969,11969,img014964.jpg,1920,1200,1,832,318,1127,629
2068,2068,img002608.jpg,1920,1200,1,374,296,1083,1067
10354,10354,img012954.jpg,1920,1200,1,465,37,1258,1161
2433,2433,img003063.jpg,1920,1200,1,796,323,1845,1277
2380,2380,img002992.jpg,1920,1200,1,414,14,1552,1003
9540,9540,img011938.jpg,1920,1200,1,685,267,1214,607
4994,4994,img006269.jpg,1920,1200,1,887,614,1090,828
7395,7395,img009282.jpg,1920,1200,1,835,237,1119,650
7231,7231,img009062.jpg,1920,1200,1,772,400,1097,1027
7300,7300,img009151.jpg,1920,1200,1,933,781,1100,927
6317,6317,img007909.jpg,1920,1200,1,842,491,987,718
9577,9577,img011978.jpg,1920,1200,1,897,635,984,757
6612,6612,img008275.jpg,1920,1200,1,813,319,1487,857
1777,1777,img002254.jpg,1920,1200,1,904,573,1072,689
3439,3439,img004314.jpg,1920,1200,1,749,387,1268,1023
554,554,img000701.jpg,1920,1200,1,996,434,1135,575
11176,11176,img013982.jpg,1920,1200,1,945,514,1079,796
4681,4681,img005875.jpg,1920,1200,1,865,533,1089,762
3532,3532,img004428.jpg,1920,1200,1,850,618,1061,744
2578,2578,img003243.jpg,1920,1200,1,947,440,1207,681
3541,3541,img004440.jpg,1920,1200,1,856,538,1077,821
6712,6712,img008393.jpg,1920,1200,1,378,514,1255,995
6512,6512,img008150.jpg,1920,1200,1,787,636,950,748
11820,11820,img014783.jpg,1920,1200,1,947,381,1114,687
11630,11630,img014533.jpg,1920,1200,1,764,453,1128,690
11730,11730,img014662.jpg,1920,1200,1,523,236,1075,760
6096,6096,img007621.jpg,1920,1200,1,1054,699,1206,864
9482,9482,img011869.jpg,1920,1200,1,843,627,958,795
2476,2476,img003118.jpg,1920,1200,1,751,319,1086,709
5184,5184,img006492.jpg,1920,1200,1,659,385,906,611
7102,7102,img008886.jpg,1920,1200,1,885,440,1252,717
8692,8692,img010890.jpg,1920,1200,1,892,527,1325,756
7738,7738,img009707.jpg,1920,1200,1,864,498,1274,681
7493,7493,img009410.jpg,1920,1200,1,755,363,1199,724
6874,6874,img008600.jpg,1920,1200,1,880,437,1092,637
4346,4346,img005445.jpg,1920,1200,1,692,553,1010,718
8957,8957,img011213.jpg,1920,1200,1,824,578,1137,810
3493,3493,img004382.jpg,1920,1200,1,716,513,986,700
8115,8115,img010163.jpg,1920,1200,1,604,218,1419,581
1988,1988,img002511.jpg,1920,1200,1,739,443,1058,812
10256,10256,img012840.jpg,1920,1200,1,971,478,1152,593
11118,11118,img013912.jpg,1920,1200,1,660,249,1327,812
6355,6355,img007958.jpg,1920,1200,1,541,84,1242,1042
10327,10327,img012925.jpg,1920,1200,1,770,184,1229,660
10894,10894,img013646.jpg,1920,1200,1,479,374,1624,961
4098,4098,img005143.jpg,1920,1200,1,936,528,1125,932
1104,1104,img001389.jpg,1920,1200,1,612,333,1490,877
11080,11080,img013867.jpg,1920,1200,1,898,709,1018,872
8664,8664,img010856.jpg,1920,1200,1,757,417,1181,698
7893,7893,img009897.jpg,1920,1200,1,598,364,1259,930
6055,6055,img007565.jpg,1920,1200,1,789,572,1271,932
4809,4809,img006041.jpg,1920,1200,1,608,270,1206,757
6388,6388,img008003.jpg,1920,1200,1,912,418,1358,714
5868,5868,img007342.jpg,1920,1200,1,874,446,1226,734
6847,6847,img008564.jpg,1920,1200,1,737,619,1190,903
7517,7517,img009445.jpg,1920,1200,1,393,130,1197,952
9531,9531,img011926.jpg,1920,1200,1,860,248,1185,663
7463,7463,img009372.jpg,1920,1200,1,370,-23,1490,922
11035,11035,img013816.jpg,1920,1200,1,687,538,1353,989
3782,3782,img004743.jpg,1920,1200,1,738,225,1209,931
10477,10477,img013112.jpg,1920,1200,1,948,667,1116,1004
400,400,img000517.jpg,1920,1200,1,512,-70,1341,708
11490,11490,img014367.jpg,1920,1200,1,550,549,961,928
3236,3236,img004065.jpg,1920,1200,1,686,234,1707,1296
5817,5817,img007281.jpg,1920,1200,1,716,687,933,886
2110,2110,img002659.jpg,1920,1200,1,928,516,1163,684
9954,9954,img012460.jpg,1920,1200,1,876,185,1246,637
2044,2044,img002580.jpg,1920,1200,1,1004,428,1243,641
2361,2361,img002967.jpg,1920,1200,1,367,253,1297,1305
10502,10502,img013142.jpg,1920,1200,1,979,496,1068,685
2785,2785,img003506.jpg,1920,1200,1,876,349,1021,517
10309,10309,img012904.jpg,1920,1200,1,849,717,968,865
2213,2213,img002789.jpg,1920,1200,1,826,343,1372,802
6875,6875,img008601.jpg,1920,1200,1,650,229,1102,875
854,854,img001076.jpg,1920,1200,1,892,492,1149,651
4830,4830,img006068.jpg,1920,1200,1,795,217,1115,734
10306,10306,img012901.jpg,1920,1200,1,849,513,1098,649
10401,10401,img013014.jpg,1920,1200,1,826,462,966,632
10948,10948,img013716.jpg,1920,1200,1,795,380,1157,624
9332,9332,img011680.jpg,1920,1200,1,718,482,929,743
7471,7471,img009381.jpg,1920,1200,1,736,248,1293,804
1736,1736,img002204.jpg,1920,1200,1,711,271,1222,720
1587,1587,img002037.jpg,1920,1200,1,834,386,1058,523
7570,7570,img009515.jpg,1920,1200,1,920,646,1142,787
5130,5130,img006428.jpg,1920,1200,1,749,510,1034,702
6948,6948,img008691.jpg,1920,1200,1,830,509,981,730
7310,7310,img009165.jpg,1920,1200,1,855,119,1274,460
1295,1295,img001647.jpg,1920,1200,1,787,372,1185,603
6955,6955,img008703.jpg,1920,1200,1,901,312,1139,490
417,417,img000541.jpg,1920,1200,1,766,389,1048,729
1521,1521,img001951.jpg,1920,1200,1,934,472,1043,619
1991,1991,img002515.jpg,1920,1200,1,561,80,1249,703
11434,11434,img014297.jpg,1920,1200,1,780,546,1147,997
9412,9412,img011781.jpg,1920,1200,1,872,249,1081,695
5773,5773,img007223.jpg,1920,1200,1,734,152,1215,641
11009,11009,img013783.jpg,1920,1200,1,614,509,1160,998
6262,6262,img007836.jpg,1920,1200,1,367,313,1624,857
4705,4705,img005906.jpg,1920,1200,1,1036,453,1216,653
7056,7056,img008828.jpg,1920,1200,1,771,680,991,835
47,47,img000058.jpg,1920,1200,1,784,391,964,722
5546,5546,img006937.jpg,1920,1200,1,751,-14,1593,906
6857,6857,img008578.jpg,1920,1200,1,723,572,1399,1132
11887,11887,img014863.jpg,1920,1200,1,884,390,1037,586
4696,4696,img005895.jpg,1920,1200,1,534,403,963,766
11463,11463,img014333.jpg,1920,1200,1,763,594,965,778
10006,10006,img012528.jpg,1920,1200,1,794,377,983,564
4487,4487,img005626.jpg,1920,1200,1,839,465,1075,745
740,740,img000930.jpg,1920,1200,1,794,513,1016,682
3554,3554,img004455.jpg,1920,1200,1,702,72,1667,1009
9341,9341,img011690.jpg,1920,1200,1,641,273,1133,837
1350,1350,img001720.jpg,1920,1200,1,613,427,955,708
11110,11110,img013903.jpg,1920,1200,1,844,289,1291,708
2321,2321,img002923.jpg,1920,1200,1,829,526,1075,674
5453,5453,img006822.jpg,1920,1200,1,633,453,1153,831
1980,1980,img002503.jpg,1920,1200,1,927,268,1069,566
11911,11911,img014892.jpg,1920,1200,1,768,402,1067,606
1105,1105,img001391.jpg,1920,1200,1,874,501,1143,644
3833,3833,img004811.jpg,1920,1200,1,842,624,1126,779
7768,7768,img009742.jpg,1920,1200,1,808,478,1089,696
2668,2668,img003361.jpg,1920,1200,1,772,411,1081,1037
8427,8427,img010554.jpg,1920,1200,1,936,688,1064,872
2205,2205,img002779.jpg,1920,1200,1,627,356,942,561
2516,2516,img003172.jpg,1920,1200,1,788,641,982,864
3664,3664,img004585.jpg,1920,1200,1,711,397,1394,752
1374,1374,img001757.jpg,1920,1200,1,553,285,1044,1093
9168,9168,img011483.jpg,1920,1200,1,760,629,1098,756
9956,9956,img012462.jpg,1920,1200,1,829,441,1330,1077
4061,4061,img005098.jpg,1920,1200,1,873,294,1141,694
8148,8148,img010209.jpg,1920,1200,1,831,456,1204,953
3942,3942,img004945.jpg,1920,1200,1,761,359,983,666
2303,2303,img002903.jpg,1920,1200,1,869,333,1075,563
9169,9169,img011484.jpg,1920,1200,1,804,451,1149,736
1631,1631,img002086.jpg,1920,1200,1,861,384,1351,824
705,705,img000887.jpg,1920,1200,1,715,507,1116,1019
7277,7277,img009122.jpg,1920,1200,1,733,290,1324,785
5060,5060,img006347.jpg,1920,1200,1,779,423,962,734
1624,1624,img002079.jpg,1920,1200,1,768,475,1160,931
1561,1561,img002005.jpg,1920,1200,1,812,726,980,926
11037,11037,img013820.jpg,1920,1200,1,828,323,1107,687
10620,10620,img013293.jpg,1920,1200,1,835,430,1109,879
10439,10439,img013066.jpg,1920,1200,1,427,307,1064,889
7881,7881,img009884.jpg,1920,1200,1,973,546,1071,670
6318,6318,img007910.jpg,1920,1200,1,743,278,1159,905
234,234,img000306.jpg,1920,1200,1,845,484,1175,842
10824,10824,img013559.jpg,1920,1200,1,662,457,1106,835
4580,4580,img005747.jpg,1920,1200,1,779,585,1121,833
654,654,img000827.jpg,1920,1200,1,790,18,1634,1190
11314,11314,img014148.jpg,1920,1200,1,559,464,852,842
3431,3431,img004306.jpg,1920,1200,1,803,680,968,943
3007,3007,img003775.jpg,1920,1200,1,806,316,1362,624
7176,7176,img008988.jpg,1920,1200,1,473,175,1468,1222
5055,5055,img006341.jpg,1920,1200,1,816,286,1246,715
10517,10517,img013159.jpg,1920,1200,1,532,512,1328,1062
9649,9649,img012063.jpg,1920,1200,1,527,135,1289,811
3238,3238,img004069.jpg,1920,1200,1,876,398,1056,636
7985,7985,img010007.jpg,1920,1200,1,917,605,1103,773
8928,8928,img011178.jpg,1920,1200,1,918,487,1088,646
173,173,img000222.jpg,1920,1200,1,762,432,1133,827
2991,2991,img003757.jpg,1920,1200,1,689,591,955,834
1825,1825,img002319.jpg,1920,1200,1,885,304,1212,930
7107,7107,img008892.jpg,1920,1200,1,750,405,1114,728
587,587,img000743.jpg,1920,1200,1,833,511,1116,823
4016,4016,img005040.jpg,1920,1200,1,800,406,1101,781
4870,4870,img006122.jpg,1920,1200,1,791,678,1238,847
2198,2198,img002772.jpg,1920,1200,1,922,428,1108,612
7981,7981,img010003.jpg,1920,1200,1,745,269,1290,785
689,689,img000871.jpg,1920,1200,1,991,539,1109,669
971,971,img001224.jpg,1920,1200,1,786,287,1018,573
7829,7829,img009822.jpg,1920,1200,1,727,399,1270,941
2767,2767,img003485.jpg,1920,1200,1,701,148,1328,670
3220,3220,img004045.jpg,1920,1200,1,746,482,912,727
2414,2414,img003038.jpg,1920,1200,1,729,522,1350,776
11719,11719,img014650.jpg,1920,1200,1,759,349,1162,998
11970,11970,img014965.jpg,1920,1200,1,620,-278,1532,752
1092,1092,img001374.jpg,1920,1200,1,890,225,1299,637
3970,3970,img004985.jpg,1920,1200,1,1006,614,1167,914
387,387,img000503.jpg,1920,1200,1,819,568,1045,880
10304,10304,img012898.jpg,1920,1200,1,468,188,1411,1032
1788,1788,img002267.jpg,1920,1200,1,704,433,1150,739
8702,8702,img010905.jpg,1920,1200,1,478,49,1180,937
6859,6859,img008582.jpg,1920,1200,1,793,590,1271,911
6785,6785,img008483.jpg,1920,1200,1,679,230,1074,525
8917,8917,img011167.jpg,1920,1200,1,818,377,1205,755
11354,11354,img014197.jpg,1920,1200,1,976,503,1087,588
1319,1319,img001677.jpg,1920,1200,1,853,259,1241,756
10766,10766,img013480.jpg,1920,1200,1,920,605,1189,791
1260,1260,img001599.jpg,1920,1200,1,752,548,1141,724
671,671,img000847.jpg,1920,1200,1,954,375,1254,751
7320,7320,img009177.jpg,1920,1200,1,757,580,1029,863
858,858,img001081.jpg,1920,1200,1,995,528,1244,708
3490,3490,img004379.jpg,1920,1200,1,812,565,1144,880
965,965,img001216.jpg,1920,1200,1,650,168,1426,765
7980,7980,img010002.jpg,1920,1200,1,816,469,1021,682
6646,6646,img008318.jpg,1920,1200,1,732,410,926,526
6983,6983,img008739.jpg,1920,1200,1,950,402,1141,586
9149,9149,img011461.jpg,1920,1200,1,550,316,1156,994
1400,1400,img001792.jpg,1920,1200,1,440,112,1325,677
5014,5014,img006293.jpg,1920,1200,1,749,594,1319,1151
6609,6609,img008272.jpg,1920,1200,1,476,359,1161,678
5985,5985,img007483.jpg,1920,1200,1,469,445,1497,1128
2509,2509,img003162.jpg,1920,1200,1,690,217,1262,751
4304,4304,img005399.jpg,1920,1200,1,885,519,1190,774
11584,11584,img014482.jpg,1920,1200,1,755,465,984,689
9569,9569,img011969.jpg,1920,1200,1,829,478,1084,662
3533,3533,img004430.jpg,1920,1200,1,707,437,1179,692
2454,2454,img003090.jpg,1920,1200,1,703,-21,1549,872
10618,10618,img013291.jpg,1920,1200,1,776,584,989,742
9190,9190,img011510.jpg,1920,1200,1,415,-105,1230,1172
7204,7204,img009026.jpg,1920,1200,1,760,427,1108,715
636,636,img000808.jpg,1920,1200,1,406,452,1350,1185
3580,3580,img004482.jpg,1920,1200,1,641,449,1367,1187
10550,10550,img013205.jpg,1920,1200,1,910,385,1254,713
2906,2906,img003654.jpg,1920,1200,1,761,302,1052,771
1327,1327,img001686.jpg,1920,1200,1,813,338,1332,729
3464,3464,img004347.jpg,1920,1200,1,1040,374,1327,583
4998,4998,img006273.jpg,1920,1200,1,688,374,877,801
10972,10972,img013744.jpg,1920,1200,1,984,676,1223,891
4875,4875,img006128.jpg,1920,1200,1,829,203,1368,629
3961,3961,img004973.jpg,1920,1200,1,758,573,992,954
7579,7579,img009527.jpg,1920,1200,1,802,504,1172,791
9239,9239,img011569.jpg,1920,1200,1,744,510,1160,761
6658,6658,img008330.jpg,1920,1200,1,664,323,949,988
7193,7193,img009009.jpg,1920,1200,1,981,475,1121,720
11243,11243,img014066.jpg,1920,1200,1,996,402,1253,755
2265,2265,img002855.jpg,1920,1200,1,591,149,1473,952
11556,11556,img014449.jpg,1920,1200,1,476,213,1429,1080
6095,6095,img007620.jpg,1920,1200,1,957,268,1236,531
9881,9881,img012367.jpg,1920,1200,1,805,609,1177,733
5253,5253,img006580.jpg,1920,1200,1,946,618,1207,809
5067,5067,img006355.jpg,1920,1200,1,856,493,1044,992
1688,1688,img002155.jpg,1920,1200,1,665,202,1496,804
6407,6407,img008027.jpg,1920,1200,1,703,545,963,696
6070,6070,img007586.jpg,1920,1200,1,751,542,1463,1049
11798,11798,img014753.jpg,1920,1200,1,224,15,1450,1089
6243,6243,img007816.jpg,1920,1200,1,655,577,900,724
10983,10983,img013756.jpg,1920,1200,1,449,242,1450,748
9288,9288,img011628.jpg,1920,1200,1,720,467,1227,1072
3023,3023,img003793.jpg,1920,1200,1,880,585,1081,759
3981,3981,img005001.jpg,1920,1200,1,661,194,1366,705
550,550,img000696.jpg,1920,1200,1,924,353,1066,521
9597,9597,img012000.jpg,1920,1200,1,645,148,1386,882
4682,4682,img005876.jpg,1920,1200,1,954,494,1129,635
2867,2867,img003603.jpg,1920,1200,1,742,567,1125,990
6843,6843,img008558.jpg,1920,1200,1,740,515,983,852
1984,1984,img002507.jpg,1920,1200,1,845,453,1234,792
8955,8955,img011211.jpg,1920,1200,1,788,628,1092,834
7823,7823,img009815.jpg,1920,1200,1,703,265,1097,598
10494,10494,img013133.jpg,1920,1200,1,547,-50,1169,584
7591,7591,img009541.jpg,1920,1200,1,623,467,1144,669
8017,8017,img010047.jpg,1920,1200,1,853,310,1023,608
7252,7252,img009089.jpg,1920,1200,1,807,519,1185,868
2591,2591,img003262.jpg,1920,1200,1,676,471,1102,690
4666,4666,img005852.jpg,1920,1200,1,796,335,1118,710
4867,4867,img006118.jpg,1920,1200,1,834,457,1096,775
10278,10278,img012869.jpg,1920,1200,1,994,443,1114,689
3341,3341,img004191.jpg,1920,1200,1,807,444,1283,726
5261,5261,img006590.jpg,1920,1200,1,737,557,979,873
6936,6936,img008673.jpg,1920,1200,1,997,647,1243,872
4815,4815,img006048.jpg,1920,1200,1,821,474,1076,692
4495,4495,img005635.jpg,1920,1200,1,506,309,1332,1020
8214,8214,img010290.jpg,1920,1200,1,582,276,1191,722
7908,7908,img009917.jpg,1920,1200,1,667,399,1215,783
5548,5548,img006939.jpg,1920,1200,1,783,502,986,623
4503,4503,img005644.jpg,1920,1200,1,1036,382,1225,567
7060,7060,img008832.jpg,1920,1200,1,857,523,1248,872
897,897,img001130.jpg,1920,1200,1,831,441,1172,707
9868,9868,img012351.jpg,1920,1200,1,878,484,1071,628
11953,11953,img014943.jpg,1920,1200,1,857,478,1044,621
6329,6329,img007924.jpg,1920,1200,1,721,405,970,662
5456,5456,img006826.jpg,1920,1200,1,905,505,1137,716
4223,4223,img005297.jpg,1920,1200,1,1013,534,1123,664
2163,2163,img002728.jpg,1920,1200,1,471,268,1334,848
7191,7191,img009006.jpg,1920,1200,1,747,641,971,826
5778,5778,img007230.jpg,1920,1200,1,898,401,1139,703
5114,5114,img006408.jpg,1920,1200,1,821,325,1114,966
8373,8373,img010481.jpg,1920,1200,1,580,384,1000,848
3537,3537,img004434.jpg,1920,1200,1,761,339,1082,703
9957,9957,img012464.jpg,1920,1200,1,456,427,1279,1178
4563,4563,img005720.jpg,1920,1200,1,701,530,896,797
7815,7815,img009805.jpg,1920,1200,1,999,621,1181,865
10887,10887,img013639.jpg,1920,1200,1,830,694,1102,922
5479,5479,img006854.jpg,1920,1200,1,390,117,1109,929
2633,2633,img003313.jpg,1920,1200,1,806,591,1007,720
11971,11971,img014966.jpg,1920,1200,1,872,636,1006,834
9853,9853,img012333.jpg,1920,1200,1,856,560,1137,688
5432,5432,img006794.jpg,1920,1200,1,846,565,1182,713
4851,4851,img006093.jpg,1920,1200,1,630,366,1359,1154
1355,1355,img001728.jpg,1920,1200,1,776,409,1341,812
3319,3319,img004165.jpg,1920,1200,1,672,615,832,757
6821,6821,img008525.jpg,1920,1200,1,731,462,1168,776
11722,11722,img014653.jpg,1920,1200,1,809,512,920,693
4706,4706,img005907.jpg,1920,1200,1,564,438,1293,909
6615,6615,img008278.jpg,1920,1200,1,859,455,1094,761
7633,7633,img009588.jpg,1920,1200,1,950,607,1149,842
215,215,img000279.jpg,1920,1200,1,751,253,1212,680
7915,7915,img009924.jpg,1920,1200,1,940,314,1238,1063
4431,4431,img005557.jpg,1920,1200,1,733,418,1007,674
11615,11615,img014517.jpg,1920,1200,1,357,-153,1231,681
8565,8565,img010729.jpg,1920,1200,1,648,246,1061,1029
5199,5199,img006511.jpg,1920,1200,1,786,218,949,599
7843,7843,img009838.jpg,1920,1200,1,680,410,993,666
11485,11485,img014360.jpg,1920,1200,1,883,639,1006,731
11723,11723,img014654.jpg,1920,1200,1,791,491,977,674
4156,4156,img005215.jpg,1920,1200,1,773,533,1163,866
6253,6253,img007827.jpg,1920,1200,1,850,558,984,788
8068,8068,img010107.jpg,1920,1200,1,576,411,1205,923
4566,4566,img005725.jpg,1920,1200,1,754,489,946,618
2289,2289,img002887.jpg,1920,1200,1,751,230,1201,755
10546,10546,img013200.jpg,1920,1200,1,762,523,1195,967
3223,3223,img004049.jpg,1920,1200,1,839,531,1055,768
7824,7824,img009817.jpg,1920,1200,1,816,296,952,583
5254,5254,img006581.jpg,1920,1200,1,847,268,1134,840
1,1,img000002.jpg,1920,1200,1,815,168,1708,1355
3472,3472,img004357.jpg,1920,1200,1,937,603,1330,1022
6577,6577,img008227.jpg,1920,1200,1,801,534,1079,702
8567,8567,img010731.jpg,1920,1200,1,887,413,1057,554
4561,4561,img005718.jpg,1920,1200,1,883,296,1220,737
3242,3242,img004073.jpg,1920,1200,1,558,183,1204,987
6167,6167,img007713.jpg,1920,1200,1,930,481,1198,749
2802,2802,img003525.jpg,1920,1200,1,655,356,1437,652
3340,3340,img004190.jpg,1920,1200,1,806,360,1169,654
4065,4065,img005104.jpg,1920,1200,1,717,472,981,744
8139,8139,img010194.jpg,1920,1200,1,696,395,1157,843
3522,3522,img004418.jpg,1920,1200,1,716,318,1200,536
4573,4573,img005735.jpg,1920,1200,1,538,48,1322,548
5464,5464,img006835.jpg,1920,1200,1,853,510,1068,760
1753,1753,img002226.jpg,1920,1200,1,1020,479,1112,558
6233,6233,img007804.jpg,1920,1200,1,928,422,1305,629
2312,2312,img002912.jpg,1920,1200,1,781,391,1305,791
10435,10435,img013060.jpg,1920,1200,1,731,388,1153,660
8153,8153,img010215.jpg,1920,1200,1,835,368,954,654
989,989,img001249.jpg,1920,1200,1,875,339,1012,514
3421,3421,img004293.jpg,1920,1200,1,735,463,1050,616
8092,8092,img010134.jpg,1920,1200,1,872,322,1015,634
4929,4929,img006189.jpg,1920,1200,1,954,361,1146,601
5028,5028,img006307.jpg,1920,1200,1,783,357,930,671
5370,5370,img006718.jpg,1920,1200,1,869,469,1085,638
4577,4577,img005742.jpg,1920,1200,1,887,459,1195,787
3442,3442,img004323.jpg,1920,1200,1,942,553,1006,698
204,204,img000267.jpg,1920,1200,1,603,707,1039,922
7974,7974,img009995.jpg,1920,1200,1,644,310,1060,793
10977,10977,img013749.jpg,1920,1200,1,658,209,1232,744
5610,5610,img007013.jpg,1920,1200,1,639,155,1318,918
4081,4081,img005124.jpg,1920,1200,1,770,442,924,632
5423,5423,img006779.jpg,1920,1200,1,827,-44,1584,850
4627,4627,img005806.jpg,1920,1200,1,798,612,1083,843
6350,6350,img007950.jpg,1920,1200,1,808,637,965,765
11562,11562,img014457.jpg,1920,1200,1,645,523,1049,881
7961,7961,img009981.jpg,1920,1200,1,807,432,935,744
1793,1793,img002274.jpg,1920,1200,1,710,337,1178,637
6093,6093,img007618.jpg,1920,1200,1,756,124,1571,808
10558,10558,img013213.jpg,1920,1200,1,591,359,1236,662
291,291,img000378.jpg,1920,1200,1,596,290,1421,988
9400,9400,img011766.jpg,1920,1200,1,769,340,1298,817
232,232,img000304.jpg,1920,1200,1,605,534,1003,1024
4900,4900,img006153.jpg,1920,1200,1,829,153,1187,478
5007,5007,img006282.jpg,1920,1200,1,837,468,980,654
9636,9636,img012047.jpg,1920,1200,1,900,418,1142,758
3893,3893,img004881.jpg,1920,1200,1,805,194,1177,672
53,53,img000064.jpg,1920,1200,1,796,499,1279,952
2935,2935,img003686.jpg,1920,1200,1,722,550,1012,755
7303,7303,img009156.jpg,1920,1200,1,211,-68,1243,1074
6094,6094,img007619.jpg,1920,1200,1,532,309,1129,1376
10034,10034,img012562.jpg,1920,1200,1,771,388,1047,645
8356,8356,img010461.jpg,1920,1200,1,778,447,956,674
3471,3471,img004356.jpg,1920,1200,1,870,403,1055,563
7398,7398,img009287.jpg,1920,1200,1,657,706,1091,941
782,782,img000980.jpg,1920,1200,1,751,256,1309,529
11573,11573,img014469.jpg,1920,1200,1,863,505,1081,1090
1425,1425,img001826.jpg,1920,1200,1,668,525,1028,638
8961,8961,img011217.jpg,1920,1200,1,752,523,1067,849
5649,5649,img007059.jpg,1920,1200,1,868,485,1278,943
9628,9628,img012039.jpg,1920,1200,1,551,503,848,728
11761,11761,img014703.jpg,1920,1200,1,739,293,1005,618
8429,8429,img010557.jpg,1920,1200,1,902,486,1069,622
8488,8488,img010634.jpg,1920,1200,1,517,171,1538,1209
3614,3614,img004523.jpg,1920,1200,1,744,361,1029,667
5345,5345,img006686.jpg,1920,1200,1,857,389,1297,798
11431,11431,img014289.jpg,1920,1200,1,943,324,1095,762
11733,11733,img014665.jpg,1920,1200,1,458,135,1172,855
1969,1969,img002490.jpg,1920,1200,1,832,501,1053,847
5331,5331,img006670.jpg,1920,1200,1,777,452,988,641
4750,4750,img005962.jpg,1920,1200,1,922,393,1040,759
2644,2644,img003324.jpg,1920,1200,1,501,114,1502,1117
11902,11902,img014881.jpg,1920,1200,1,947,511,1205,617
3813,3813,img004783.jpg,1920,1200,1,860,497,1134,754
2092,2092,img002635.jpg,1920,1200,1,814,515,1150,825
2810,2810,img003535.jpg,1920,1200,1,397,100,1378,497
7799,7799,img009782.jpg,1920,1200,1,679,300,1085,1046
10697,10697,img013395.jpg,1920,1200,1,818,208,1241,738
6706,6706,img008387.jpg,1920,1200,1,633,391,1181,934
3784,3784,img004745.jpg,1920,1200,1,802,498,1019,736
6079,6079,img007598.jpg,1920,1200,1,652,325,1308,629
317,317,img000410.jpg,1920,1200,1,761,596,1149,891
8334,8334,img010437.jpg,1920,1200,1,891,448,1056,618
4990,4990,img006265.jpg,1920,1200,1,763,347,1343,949
3430,3430,img004304.jpg,1920,1200,1,507,139,1015,798
6991,6991,img008750.jpg,1920,1200,1,831,479,1120,781
10008,10008,img012530.jpg,1920,1200,1,903,596,1077,752
3173,3173,img003990.jpg,1920,1200,1,808,456,1047,562
11335,11335,img014173.jpg,1920,1200,1,609,379,983,791
1394,1394,img001780.jpg,1920,1200,1,827,75,1297,860
6240,6240,img007813.jpg,1920,1200,1,496,632,1096,933
7698,7698,img009664.jpg,1920,1200,1,408,135,1332,738
7271,7271,img009114.jpg,1920,1200,1,846,510,975,687
5809,5809,img007268.jpg,1920,1200,1,420,-36,1377,885
9419,9419,img011790.jpg,1920,1200,1,828,205,1108,500
9347,9347,img011698.jpg,1920,1200,1,553,338,1170,770
1530,1530,img001967.jpg,1920,1200,1,958,508,1139,732
8513,8513,img010666.jpg,1920,1200,1,696,279,1556,831
7709,7709,img009675.jpg,1920,1200,1,759,601,1111,828
1082,1082,img001357.jpg,1920,1200,1,905,210,1458,1159
5808,5808,img007267.jpg,1920,1200,1,828,252,1069,674
5601,5601,img007002.jpg,1920,1200,1,833,266,1146,531
229,229,img000298.jpg,1920,1200,1,1068,246,1298,621
3433,3433,img004308.jpg,1920,1200,1,823,503,1170,967
5881,5881,img007357.jpg,1920,1200,1,1021,554,1263,834
8466,8466,img010605.jpg,1920,1200,1,906,611,1224,871
10949,10949,img013717.jpg,1920,1200,1,599,302,1206,1101
5293,5293,img006625.jpg,1920,1200,1,768,415,1274,936
9403,9403,img011769.jpg,1920,1200,1,875,525,1097,674
10524,10524,img013171.jpg,1920,1200,1,801,177,1306,720
5903,5903,img007383.jpg,1920,1200,1,756,487,1105,806
11744,11744,img014681.jpg,1920,1200,1,844,502,988,830
9375,9375,img011734.jpg,1920,1200,1,873,460,1077,660
492,492,img000628.jpg,1920,1200,1,524,210,1220,961
6354,6354,img007957.jpg,1920,1200,1,625,427,817,761
8257,8257,img010342.jpg,1920,1200,1,659,280,1402,747
6691,6691,img008372.jpg,1920,1200,1,778,286,945,579
544,544,img000689.jpg,1920,1200,1,384,245,1249,1216
625,625,img000792.jpg,1920,1200,1,729,398,1074,548
1863,1863,img002366.jpg,1920,1200,1,636,257,973,1168
2837,2837,img003566.jpg,1920,1200,1,889,482,1419,933
3684,3684,img004615.jpg,1920,1200,1,791,764,1042,952
9329,9329,img011676.jpg,1920,1200,1,1001,622,1145,814
6131,6131,img007666.jpg,1920,1200,1,782,443,1072,826
